UNIQUE ID,REFERENCE NAME,HGNC ID,EntrezGene official name (Human),EntrezGeneID (Human),EntrezGene Symbol (Human),EntrezGene Aliases (Human),EntrezGene Additional Names (Human),MGI ID,EntrezGeneofficial name (Mouse),EntrezGeneID (Mouse),EntrezGene Symbol (Mouse),EntrezGene Aliases (Mouse),EntrezGene Additional Names (Mouse),UniProtDB ID (Human),UniProt protein name (Human),UniProt protein alternative names (Human),UniProtID (Mouse),UniProt protein name (Mouse),UniProt protein alternative names (Mouse),MeSH ID,MeSH Name,Typographical variations,Shen-Orr ID,IX Synonyms,Protein Ontology ID,Protein Ontology name,Protein Ontology synonyms,Protein Ontology URL,OMIM ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_253,CNTFR,HGNC:2170,ciliary neurotrophic factor receptor,1271,CNTFR,RP11-296L22.1;,CNTF receptor subunit alpha;CNTFR-alpha;ciliary neurotrophic factor receptor subunit alpha;,MGI:99605,ciliary neurotrophic factor receptor,12804,Cntfr,RP23-167I12.1alpha;Cntfr;,CNTF receptor subunit alpha;CNTFR-alpha;ciliary neurotrophic factor receptor subunit alpha;,CNTFR_HUMAN,Ciliary neurotrophic factor receptor subunit alpha,CNTF receptor subunit alpha;CNTFR-alpha;,CNTFR_MOUSE,Ciliary neurotrophic factor receptor subunit alpha,CNTF receptor subunit alpha;CNTFR-alpha;,,,,,,PR:000005664,ciliary neurotrophic factor receptor subunit alpha,ciliary neurotrophic factor receptor alpha;CNTFR-alpha;CNTF receptor subunit alpha;CNTFR;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000005664,118946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_254,IL12RB2,HGNC:5972,"interleukin 12 receptor, beta 2",3595,IL12RB2,RP11-102M16.1;,IL-12 receptor subunit beta-2;IL-12R subunit beta-2;interleukin-12 receptor beta-2 chain;interleukin-12 receptor subunit beta-2;,MGI:1270861,"interleukin 12 receptor, beta 2",16162,Il12rb2,A930027I18Rik;IL-12RB2;Ifnm;,IL-12 receptor subunit beta-2;IL-12R subunit beta-2;IL-12R-beta-2;interferon response to microorganisms;interleukin-12 receptor subunit beta-2;,I12R2_HUMAN,Interleukin-12 receptor subunit beta-2,IL-12 receptor subunit beta-2;IL-12R subunit beta-2;IL-12R-beta-2;IL-12RB2;,I12R2_MOUSE,Interleukin-12 receptor subunit beta-2,IL-12 receptor subunit beta-2;IL-12R subunit beta-2;IL-12R-beta-2;IL-12RB2;,,,,,,PR:000008980,interleukin-12 receptor subunit beta-2,interleukin-12 receptor beta-2 chain;IL-12 receptor subunit beta-2;IL-12RB2;IL-12R subunit beta-2;IL12RB2;IL-12R-beta-2;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008980,601642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_255,IL23R,HGNC:19100,interleukin 23 receptor,149233,IL23R,,Chromosome: 1;Location: 1p31.3;,MGI:2181693,interleukin 23 receptor,209590,Il23r,IL-23R;,IL-23 receptor;interleukin-23 receptor;,IL23R_HUMAN,Interleukin-23 receptor,IL-23 receptor;IL-23R;,IL23R_MOUSE,Interleukin-23 receptor,IL-23 receptor;IL-23R;,,,,,,PR:000009001,interleukin-23 receptor,IL-23R;IL-23 receptor;IL23R;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009001,607562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_256,MPL,HGNC:7217,myeloproliferative leukemia virus oncogene,4352,MPL,RP1-92O14.1;C-MPL;CD110V;THCYT2;TPOR;MPL;,TPO-R;myeloproliferative leukemia protein;proto-oncogene c-Mpl;thrombopoietin receptor;,MGI:97076,myeloproliferative leukemia virus oncogene,17480,Mpl,RP23-145E1.7;CD110;TPO-R;c-mpl;hlb219;,myeloproliferative leukemia protein;proto-oncogene c-Mpl;thrombopoietin receptor;,TPOR_HUMAN,Thrombopoietin receptor,TPO-R;Myeloproliferative leukemia protein;Proto-oncogene c-Mpl;,TPOR_MOUSE,Thrombopoietin receptor,TPO-R;Myeloproliferative leukemia protein;Proto-oncogene c-Mpl;,,,,,,PR:000001939,thrombopoietin receptor,MPL;proto-oncogene c-Mpl;TPOR;TPO-R;CD110;myeloproliferative leukemia protein;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001939,159530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_257,IL21R,HGNC:6006,interleukin 21 receptor,50615,IL21R,UNQ3121/PRO10273;CD360;NILR;,IL-21 receptor;interleukin-21 receptor;novel interleukin receptor;,MGI:1890475,interleukin 21 receptor,60504,Il21r,NILR;,IL-21 receptor;IL-21R;LR-beta;NR8;interleukin-21 receptor;lymphocyte receptor beta;novel cytokine receptor 8;novel interleukin receptor;,IL21R_HUMAN,Interleukin-21 receptor,IL-21 receptor;IL-21R;Novel interleukin receptor;,IL21R_MOUSE,Interleukin-21 receptor,IL-21 receptor;IL-21R;Lymphocyte receptor beta;LR-beta;Novel cytokine receptor 8;NR8;Novel interleukin receptor;,,,,,,PR:000008998,interleukin-21 receptor,NILR;NR8;LR-beta;lymphocyte receptor beta;IL-21 receptor;IL21R;CD360;IL-21R;novel cytokine receptor 8;novel interleukin receptor;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008998,605383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_258,PDGFRA,HGNC:8803,"platelet-derived growth factor receptor, alpha polypeptide",5156,PDGFRA,CD140A;PDGFR-2;PDGFR2;RHEPDGFRA;,CD140 antigen-like family member A;CD140a antigen;PDGF-R-alpha;PDGFRA/BCR fusion;alpha-type platelet-derived growth factor receptor;platelet-derived growth factor receptor 2;platelet-derived growth factor receptor alpha;rearranged-in-hypereosinophilia-platelet derived growth factor receptor alpha fusion protein;,MGI:97530,"platelet derived growth factor receptor, alpha polypeptide",18595,Pdgfra,AI115593;CD140a;Pdgfr-2;,Alpha platelet-derived growth factor receptor precursor (PDGF-R-alpha);CD140 antigen-like family member A;PDGF alpha chain;PDGF-R-alpha;PDGFR-alpha;alpha-type platelet-derived growth factor receptor;platelet-derived growth factor alpha receptor;platelet-derived growth factor receptor alpha;,PGFRA_HUMAN,Platelet-derived growth factor receptor alpha,PDGF-R-alpha;PDGFR-alpha;Alpha platelet-derived growth factor receptor;Alpha-type platelet-derived growth factor receptor;CD140 antigen-like family member A;CD140a antigen;Platelet-derived growth factor alpha receptor;Platelet-derived growth factor receptor 2;PDGFR-2;,PGFRA_MOUSE,Platelet-derived growth factor receptor alpha,PDGF-R-alpha;PDGFR-alpha;Alpha platelet-derived growth factor receptor;Alpha-type platelet-derived growth factor receptor;CD140 antigen-like family member A;Platelet-derived growth factor alpha receptor;,,,,,,PR:000002030,alpha-type platelet-derived growth factor receptor,CD140a;CD140 antigen-like family member A;CD140a antigen;PDGF-R-alpha;PDGFRA;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002030,173490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_259,PDGFRB,HGNC:8804,"platelet-derived growth factor receptor, beta polypeptide",5159,PDGFRB,CD140B;IBGC4;IMF1;JTK12;PDGFR;PDGFR-1;PDGFR1;,CD140 antigen-like family member B;PDGF-R-beta;PDGFR-beta;beta-type platelet-derived growth factor receptor;platelet-derived growth factor receptor 1;platelet-derived growth factor receptor beta;,MGI:97531,"platelet derived growth factor receptor, beta polypeptide",18596,Pdgfrb,AI528809;CD140b;PDGFR-1;Pdgfr;,CD140 antigen-like family member B;PDGF beta chain;PDGF-R-beta;PDGFR-beta;beta platelet-derived growth factor receptor;beta-type platelet-derived growth factor receptor;platelet-derived growth factor receptor 1;platelet-derived growth factor receptor beta;platelet-derived growth factor receptor beta variant 1;,PGFRB_HUMAN,Platelet-derived growth factor receptor beta,PDGF-R-beta;PDGFR-beta;Beta platelet-derived growth factor receptor;Beta-type platelet-derived growth factor receptor;CD140 antigen-like family member B;Platelet-derived growth factor receptor 1;PDGFR-1;,PGFRB_MOUSE,Platelet-derived growth factor receptor beta,PDGF-R-beta;PDGFR-beta;Beta platelet-derived growth factor receptor;Beta-type platelet-derived growth factor receptor;CD140 antigen-like family member B;Platelet-derived growth factor receptor 1;PDGFR-1;,,,,,,PR:000002035,beta-type platelet-derived growth factor receptor,Pdgfr;PDGF-R-beta;PDGFRB;CD140 antigen-like family member B;CD140b;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002035,173410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_26,Chemokine CCL25,HGNC:10624,chemokine (C-C motif) ligand 25,6370,CCL25 ,TECK;Ckb15;SCYA25;,"Ck beta15;thymusexpressed chemokine;smallinducible cytokine A25;TECKvar;small inducible cytokine subfamily A (CysCys), member 25;CC motif chemokine 25;thymus expressed chemokine;chemokine TECK;",MGI:1099448,chemokine (C-C motif) ligand 25,20300,Ccl25 ,TECK;CKb15;Scya25;AI852536;A130072A22Rik;,thymusexpressed chemokine;small inducible cytokine A25;CC motif chemokine 25;small inducible chemokine 25;,CCL25_HUMAN,C-C motif chemokine 25,Chemokine TECK;Small-inducible cytokine A25;Thymus-expressed chemokine;,CCL25_MOUSE,C-C motif chemokine 25,Chemokine TECK;Small-inducible cytokine A25;Thymus-expressed chemokine;,,,,211,ccl-25;c-c motif chemokine 25;teck;mgc150327;chemokine teck;ck-beta-15;scya25;ckbeta-15;ckb-15;ckb15;thymus-expressed chemokine;ccl25;small-inducible cytokine a25;chemokine (c-c motif) ligand 25;,PR:000001801,C-C motif chemokine 25,SCYA25;thymus-expressed chemokine;TECK;CCL25;small-inducible cytokine A25;chemokine TECK;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001801,602565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_260,MET,HGNC:7029,met proto-oncogene,4233,MET,AUTS9;HGFR;RCCP2;c-Met;,HGF receptor;HGF/SF receptor;SF receptor;hepatocyte growth factor receptor;met proto-oncogene tyrosine kinase;proto-oncogene c-Met;scatter factor receptor;tyrosine-protein kinase Met;,MGI:96969,met proto-oncogene,17295,Met,AI838057;HGF;HGFR;Par4;c-Met;,HGF receptor;HGF/SF receptor;SF receptor;hepatocyte growth factor receptor;met proto-oncogene tyrosine kinase;proto-oncogene c-Met;scatter factor receptor;tyrosine-protein kinase Met;,MET_HUMAN,Hepatocyte growth factor receptor,HGF receptor;HGF/SF receptor;Proto-oncogene c-Met;Scatter factor receptor;SF receptor;Tyrosine-protein kinase Met;,,,,,,,,,PR:000010335,hepatocyte growth factor receptor,HGF/SF receptor;HGF receptor;scatter factor receptor;proto-oncogene c-Met;SF receptor;tyrosine-protein kinase Met;MET;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000010335,164860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_261,EGFR,HGNC:3236,epidermal growth factor receptor,1956,EGFR,ERBB;ERBB1;HER1;PIG61;mENA;,avian erythroblastic leukemia viral (v-erb-b) oncogene homolog;cell growth inhibiting protein 40;cell proliferation-inducing protein 61;proto-oncogene c-ErbB-1;receptor tyrosine-protein kinase erbB-1;,MGI:95294,epidermal growth factor receptor,13649,Egfr,RP23-295E4.1;9030024J15Rik;AI552599;Erbb;Errb1;Errp;Wa5;wa-2;wa2;,avian erythroblastic leukemia viral (v-erb-b) oncogene homolog;waved 2;,EGFR_HUMAN,Epidermal growth factor receptor,Proto-oncogene c-ErbB-1;Receptor tyrosine-protein kinase erbB-1;,EGFR_MOUSE,Epidermal growth factor receptor,,,,,,,PR:000006933,epidermal growth factor receptor,ERBB1;receptor tyrosine-protein kinase erbB-1;EGFR;proto-oncogene c-ErbB-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006933,131550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_262,IFNGR2,HGNC:5440,interferon gamma receptor 2 (interferon gamma transducer 1),3460,IFNGR2,AF-1;IFGR2;IFNGT1;,IFN-gamma receptor 2;IFN-gamma-R2;interferon gamma receptor 2;interferon gamma receptor accessory factor 1;interferon gamma receptor accessory factor-1;interferon gamma receptor beta chain;interferon gamma transducer 1;,MGI:107654,interferon gamma receptor 2,15980,Ifngr2,Ifgr2;Ifgt;,Chromosome: 16;Location: 16 53.07 cM;,INGR2_HUMAN,Interferon gamma receptor 2,IFN-gamma receptor 2;IFN-gamma-R2;Interferon gamma receptor accessory factor 1;AF-1;Interferon gamma transducer 1;,Q63953_MOUSE,,,,,,,,PR:000008926,interferon-gamma receptor beta chain,IFN-gamma-R2;IFNGT1;interferon gamma transducer 1;interferon gamma receptor accessory factor 1;AF-1;IFNGR2;IFN-gamma receptor 2;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008926,147569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_263,IFNAR2,HGNC:5433,"interferon (alpha, beta and omega) receptor 2",3455,IFNAR2,IFN-R;IFN-alpha-REC;IFNABR;IFNARB;,IFN-R-2;IFN-alpha/beta receptor 2;human interferon alpha/beta receptor;interferon alpha binding protein;interferon alpha/beta receptor 2;interferon-alpha/beta receptor beta chain;type I interferon receptor 2;,MGI:1098243,interferon (alpha and beta) receptor 2,15976,Ifnar2,AI747302;Ifnar-2;,IFN-R-2;IFN-alpha/beta receptor 2;interferon alpha/beta receptor 2;interferon receptor 2c;interferon-alpha/beta receptor 2;type I interferon alpha/beta receptor 2a;type I interferon receptor 2;,INAR2_HUMAN,Interferon alpha/beta receptor 2,IFN-R-2;IFN-alpha binding protein;IFN-alpha/beta receptor 2;Interferon alpha binding protein;Type I interferon receptor 2;,INAR2_MOUSE,Interferon alpha/beta receptor 2,IFN-R-2;IFN-alpha/beta receptor 2;Type I interferon receptor 2;,,,,,,PR:000008923,interferon-alpha/beta receptor beta chain,IFN-R-2;IFNABR;type I interferon receptor 2;IFNAR2;IFNARB;IFN-alpha/beta receptor 2;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008923,602376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_264,IFNAR1,HGNC:5432,"interferon (alpha, beta and omega) receptor 1",3454,IFNAR1,AVP;IFN-alpha-REC;IFNAR;IFNBR;IFRC;,CRF2-1;IFN-R-1;IFN-alpha/beta receptor 1;alpha-type antiviral protein;beta-type antiviral protein;cytokine receptor class-II member 1;cytokine receptor family 2 member 1;interferon alpha/beta receptor 1;interferon-alpha/beta receptor alpha chain;interferon-beta receptor 1;type I interferon receptor 1;,MGI:107658,interferon (alpha and beta) receptor 1,15975,Ifnar1,CD118;Ifar;Ifnar;Ifrc;Infar;,IFN-R-1;IFN-alpha/beta receptor 1;IFN-alpha/betaR;INF-a receptor;interferon alpha/beta receptor 1;interferon-alpha/beta receptor 1;type I interferon receptor 1;,INAR1_HUMAN,Interferon alpha/beta receptor 1,IFN-R-1;IFN-alpha/beta receptor 1;Cytokine receptor class-II member 1;Cytokine receptor family 2 member 1;CRF2-1;Type I interferon receptor 1;,INAR1_MOUSE,Interferon alpha/beta receptor 1,IFN-R-1;IFN-alpha/beta receptor 1;Type I interferon receptor 1;,,,,,,PR:000008922,interferon-alpha/beta receptor alpha chain,type I interferon receptor 1;IFN-alpha/beta receptor 1;IFNAR;cytokine receptor class-II member 1;cytokine receptor family 2 member 1;Ifar;IFN-R-1;IFNAR1;CRF2-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008922,107450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_265,IL10RB,HGNC:5965,"interleukin 10 receptor, beta",3588,IL10RB,CDW210B;CRF2-4;CRFB4;D21S58;D21S66;IL-10R2;,"IL-10 receptor subunit beta;IL-10R subunit 2;IL-10R subunit beta;IL-10RB;cytokine receptor class-II CRF2-4;cytokine receptor class-II member 4;cytokine receptor family 2 member 4;cytokine receptor family II, member 4;interleukin-10 receptor subunit 2;interleukin-10 receptor subunit beta;",MGI:109380,"interleukin 10 receptor, beta",16155,Il10rb,6620401D04Rik;AI528744;CRF2-4;Crfb4;D16H21S58;D21S58h;IL-10R2;Il10r2;,"IL-10 receptor subunit beta;IL-10R subunit 2;IL-10R subunit beta;IL-10RB;cytokine receptor class-II member 4;cytokine receptor family 2 member 4;cytokine receptor family II, member 4;interleukin 10 receptor 2;interleukin-10 receptor subunit 2;interleukin-10 receptor subunit beta;",I10R2_HUMAN,Interleukin-10 receptor subunit beta,IL-10 receptor subunit beta;IL-10R subunit beta;IL-10RB;Cytokine receptor class-II member 4;Cytokine receptor family 2 member 4;CRF2-4;Interleukin-10 receptor subunit 2;IL-10R subunit 2;IL-10R2;,,,,,,,,,PR:000008979,interleukin-10 receptor beta chain,IL-10R2;CRF2-4;interleukin-10 receptor subunit 2;cytokine receptor family 2 member 4;CRFB4;IL10RB;cytokine receptor class-II member 4;IL-10R subunit 2;D21S58;IL-10R subunit beta;D21S66;IL-10 receptor subunit beta;IL-10RB;CDw210b;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008979,123889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_266,IL22RA1,HGNC:13700,"interleukin 22 receptor, alpha 1",58985,IL22RA1,CRF2-9;IL22R;IL22R1;,IL-22 receptor subunit alpha-1;IL-22R-alpha-1;IL-22RA1;cytokine receptor class-II member 9;cytokine receptor family 2 member 9;interleukin-22 receptor subunit alpha-1;zcytoR11;,MGI:2663588,"interleukin 22 receptor, alpha 1",230828,Il22ra1,RP23-110F21.4;9130219A07Rik;ENSMUSG00000073746;IL-22R;Il22r;,IL-22 receptor subunit alpha-1;IL-22R-alpha-1;IL-22RA1;interleukin-22 receptor alpha chain;interleukin-22 receptor subunit alpha-1;,I22R1_HUMAN,Interleukin-22 receptor subunit alpha-1,IL-22 receptor subunit alpha-1;IL-22R-alpha-1;IL-22RA1;Cytokine receptor class-II member 9;Cytokine receptor family 2 member 9;CRF2-9;ZcytoR11;,I22R1_MOUSE,Interleukin-22 receptor subunit alpha-1,IL-22 receptor subunit alpha-1;IL-22R-alpha-1;IL-22RA1;,,,,,,PR:000008999,interleukin-22 receptor subunit alpha-1,CRF2-9;ZcytoR11;IL22R;IL-22R-alpha-1;IL22RA1;IL-22RA1;cytokine receptor family 2 member 9;cytokine receptor class-II member 9;IL-22 receptor subunit alpha-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008999,605457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_267,IL22RA2,HGNC:14901,"interleukin 22 receptor, alpha 2",116379,IL22RA2,UNQ5793/PRO19598/PRO19822;CRF2-10;CRF2-S1;CRF2X;IL-22BP;IL-22R-alpha-2;IL-22RA2;ZCYTOR16;,"cytokine receptor class-II member 10;cytokine receptor family type 2, soluble 1;interleukin 22-binding protein;interleukin-22 receptor subunit alpha-2;",MGI:2665114,"interleukin 22 receptor, alpha 2",237310,Il22ra2,CRF2-10;CRF2-s1;CRF2X;Il-22bp;,"IL-22 receptor subunit alpha-2;IL-22R-alpha-2;IL-22RA2;IL22BP;cytokine receptor family II soluble 1;cytokine receptor family type 2, soluble 1;interleukin-22 receptor subunit alpha-2;interleukin-22-binding protein;zcytoR16;",I22R2_HUMAN,Interleukin-22 receptor subunit alpha-2,"IL-22 receptor subunit alpha-2;IL-22R-alpha-2;IL-22RA2;Cytokine receptor class-II member 10;Cytokine receptor family 2 member 10;CRF2-10;Cytokine receptor family type 2, soluble 1;CRF2-S1;Interleukin-22-binding protein;IL-22BP;IL22BP;ZcytoR16;",I22R2_MOUSE,Interleukin-22 receptor subunit alpha-2,"IL-22 receptor subunit alpha-2;IL-22R-alpha-2;IL-22RA2;Cytokine receptor family type 2, soluble 1;CRF2-S1;Interleukin-22-binding protein;IL-22BP;IL22BP;ZcytoR16;",,,,,,PR:000009000,interleukin-22 receptor subunit alpha-2,"CRF2-S1;interleukin-22-binding protein;IL-22BP;IL22RA2;ZcytoR16;CRF2-10;cytokine receptor family type 2, soluble 1;IL22BP;cytokine receptor family 2 member 10;IL-22RA2;IL-22 receptor subunit alpha-2;IL-22R-alpha-2;cytokine receptor class-II member 10;",http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009000,606648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_268,IFNLR1,HGNC:18584,"interferon, lambda receptor 1",163702,IFNLR1,RP11-10N16.1;CRF2/12;IFNLR;IL-28R1;IL28RA;LICR2;,"CRF2-12;IFN-lambda receptor 1;IFN-lambda-R1;IL-28 receptor subunit alpha;IL-28R-alpha;IL-28RA;class II cytokine receptor CRF2/12;cytokine receptor class-II member 12;cytokine receptor family 2 member 12;interferon lambda receptor 1;interferon lambda, receptor 1;interleukin 28 alpha receptor;interleukin 28 receptor A;interleukin 28 receptor, alpha (interferon, lambda receptor);interleukin or cytokine receptor 2;interleukin-28 receptor subunit alpha;likely interleukin or cytokine receptor 2;",MGI:2429859,interferon lambda receptor 1,242700,Ifnlr1,RP23-110F21.2;CRF2-12;Il28ra;,IFN-lambda R1;IL-28 receptor subunit alpha;IL-28R-alpha;IL-28RA;class II cytokine receptor 12;cytokine receptor class-II member 12;cytokine receptor family 2 member 12;interferon-lambda receptor 1;interleukin 28 receptor alpha;interleukin-28 receptor subunit alpha;,INLR1_HUMAN,Interferon lambda receptor 1,IFN-lambda receptor 1;IFN-lambda-R1;Cytokine receptor class-II member 12;Cytokine receptor family 2 member 12;CRF2-12;Interleukin-28 receptor subunit alpha;IL-28 receptor subunit alpha;IL-28R-alpha;IL-28RA;Likely interleukin or cytokine receptor 2;LICR2;,INLR1_MOUSE,Interferon lambda receptor 1,IFN-lambda R1;Cytokine receptor class-II member 12;Cytokine receptor family 2 member 12;CRF2-12;Interleukin-28 receptor subunit alpha;IL-28 receptor subunit alpha;IL-28R-alpha;IL-28RA;,,,,,,PR:000009003,interleukin-28 receptor alpha chain,IFN-lambda-R1;IFN-lambda R1;interferon lambda receptor 1;IL-28R-alpha;IFN-lambda receptor 1;IL28RA;cytokine receptor family 2 member 12;IFNLR1;likely interleukin or cytokine receptor 2;IL-28 receptor subunit alpha;LICR2;CRF2-12;cytokine receptor class-II member 12;IL-28RA;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009003,607404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_27,Chemokine CCL26,HGNC:10625,chemokine (C-C motif) ligand 26,10344,CCL26 ,IMAC;TSC-1;MIP-4a;SCYA26;MIP-4alpha;,"chemokine N1;eotaxin3;small inducible cytokine A26;CC chemokine IMAC;CC motif chemokine 26;macrophage inflammatory protein 4alpha;small inducible cytokine subfamily A (CysCys), member 26;thymic stroma chemokine1;smallinducible cytokine A26;MIP4alpha;",MGI:3589281,chemokine (C-C motif) ligand 26,541307,Ccl26 ,Ccl26l;,eotaxin3;chemokine (CC motif) ligand 26like;,CCL26_HUMAN,C-C motif chemokine 26,CC chemokine IMAC;Eotaxin-3;Macrophage inflammatory protein 4-alpha;MIP-4-alpha;Small-inducible cytokine A26;Thymic stroma chemokine-1;TSC-1;,F8VQM2_MOUSE,,,,,,213,ccl-26;,PR:000001997,C-C motif chemokine 26,small-inducible cytokine A26;TSC-1;MIP-4-alpha;CC chemokine IMAC;SCYA26;CCL26;macrophage inflammatory protein 4-alpha;eotaxin-3;thymic stroma chemokine-1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001997,604697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_28,Chemokine CCL27,HGNC:10626,chemokine (C-C motif) ligand 27,10850,CCL27 ,ALP;ILC;CTAK;CTACK;PESKY;ESKINE;SCYA27;,"IL11 Ralphalocus chemokine;cutaneous Tcellattracting chemokine;CC motif chemokine 27;smallinducible cytokine A27;CC chemokine ILC;small inducible cytokine subfamily A (CysCys), member 27;cutaneous Tcell attracting chemokine;skinkine;",MGI:1343459,chemokine (C-C motif) ligand 27A,20301,Ccl27a ,ALP;ILC;CTAK;CTACK;Ccl27;PESKY;ESkine;Scya27;Scya27a;AW558992;,IL11 Ralphalocus chemokine;skinskine;cutaneous Tcellattracting chemokine;CC motif chemokine 27;small inducible cytokine A27a;smallinducible cytokine A27;CC chemokine ILC;chemokine (CC motif) ligand 27;skinkine;small inducible cytokine A27;,CCL27_HUMAN,C-C motif chemokine 27,CC chemokine ILC;Cutaneous T-cell-attracting chemokine;CTACK;ESkine;IL-11 R-alpha-locus chemokine;Skinkine;Small-inducible cytokine A27;,CCL27_MOUSE,C-C motif chemokine 27,CC chemokine ILC;Cutaneous T-cell-attracting chemokine;CTACK;ESkine;IL-11 R-alpha-locus chemokine;ALP;mILC;Skinkine;Small-inducible cytokine A27;,D054425,Chemokine CCL27,Chemokine CCL27;CCL27;,215,ccl-27;,PR:000001802,C-C motif chemokine 27,mILC;SCYA27;ILC;CC chemokine ILC;skinkine;cutaneous T-cell-attracting chemokine;small-inducible cytokine A27;CTACK;ESkine;IL-11 R-alpha-locus chemokine;ALP;CCL27;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001802,604833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
